Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,Events,Fatalities
Democratic Republic of Congo,Ituri,Ariwara,COD,CD5410,CD54,May,2016,0,0
Democratic Republic of Congo,Ituri,Aru,COD,CD5409,CD54,May,2016,0,0
Democratic Republic of Congo,Ituri,Mongwalu,COD,CD5404,CD54,May,2016,0,0
Democratic Republic of Congo,Kasai-Oriental,Katanda,COD,CD8209,CD82,May,2016,0,0
Democratic Republic of Congo,Kasai-Oriental,Tshilenge,COD,CD8202,CD82,May,2016,0,0
Democratic Republic of Congo,Kongo-Central,Inkisi,COD,CD2018,CD20,May,2016,0,0
Democratic Republic of Congo,Kongo-Central,Kimvula,COD,CD2019,CD20,May,2016,0,0
Democratic Republic of Congo,Kongo-Central,Lukula,COD,CD2005,CD20,May,2016,0,0
Democratic Republic of Congo,Kwilu,Bandundu,COD,CD3201,CD32,May,2016,0,0
Democratic Republic of Congo,Kwilu,Kikwit,COD,CD3203,CD32,May,2016,0,0
Democratic Republic of Congo,Lomami,Kabinda,COD,CD8102,CD81,May,2016,0,0
Democratic Republic of Congo,Mai-Ndombe,Inongo,COD,CD3302,CD33,May,2016,0,0
Democratic Republic of Congo,Mai-Ndombe,Kutu,COD,CD3306,CD33,May,2016,0,0
Democratic Republic of Congo,Maniema,Kindu,COD,CD6301,CD63,May,2016,0,0
Democratic Republic of Congo,Maniema,Pangi,COD,CD6307,CD63,May,2016,0,0
Democratic Republic of Congo,Maniema,Punia,COD,CD6303,CD63,May,2016,0,0
Democratic Republic of Congo,Nord-Kivu,Lubero,COD,CD6105,CD61,May,2016,1,0
Democratic Republic of Congo,Sud-Kivu,Walungu,COD,CD6207,CD62,May,2016,0,0
Democratic Republic of Congo,Sud-Ubangi,Libenge,COD,CD4205,CD42,May,2016,0,0
Democratic Republic of Congo,Tanganyika,Moba,COD,CD7404,CD74,May,2016,1,0
Democratic Republic of Congo,Tshopo,Bafwasende,COD,CD5111,CD51,May,2016,0,0
Democratic Republic of Congo,Tshuapa,Djolu,COD,CD4504,CD45,May,2016,0,0
Democratic Republic of Congo,Bas-Uele,Buta,COD,CD5202,CD52,May,2016,0,0
Democratic Republic of Congo,Bas-Uele,Poko,COD,CD5208,CD52,May,2016,0,0
Democratic Republic of Congo,Haut-Katanga,Sakania,COD,CD7104,CD71,May,2016,0,0
Democratic Republic of Congo,Haut-Lomami,Kabongo,COD,CD7304,CD73,May,2016,0,0
Democratic Republic of Congo,Haut-Uele,Rungu,COD,CD5302,CD53,May,2016,0,0
Democratic Republic of Congo,Ituri,Mahagi,COD,CD5407,CD54,May,2016,0,0
Democratic Republic of Congo,Kasai,Tshikapa,COD,CD9201,CD92,May,2016,0,0
Democratic Republic of Congo,Kwango,Popokabaka,COD,CD3108,CD31,May,2016,0,0
Democratic Republic of Congo,Kwilu,Idiofa,COD,CD3206,CD32,May,2016,0,0
Democratic Republic of Congo,Lomami,Mwene-Ditu,COD,CD8103,CD81,May,2016,0,0
Democratic Republic of Congo,Mai-Ndombe,Kiri,COD,CD3303,CD33,May,2016,0,0
Democratic Republic of Congo,Nord-Kivu,Butembo,COD,CD6110,CD61,May,2016,0,0
Democratic Republic of Congo,Sankuru,Kole,COD,CD8306,CD83,May,2016,0,0
Democratic Republic of Congo,Sankuru,Lomela,COD,CD8307,CD83,May,2016,0,0
Democratic Republic of Congo,Sud-Ubangi,Zongo,COD,CD4206,CD42,May,2016,0,0
Democratic Republic of Congo,Tshopo,Yahuma,COD,CD5107,CD51,May,2016,0,0
Democratic Republic of Congo,Bas-Uele,Bambesa,COD,CD5209,CD52,May,2016,0,0
Democratic Republic of Congo,Bas-Uele,Bondo,COD,CD5206,CD52,May,2016,0,0
Democratic Republic of Congo,Bas-Uele,Dingila,COD,CD5210,CD52,May,2016,0,0
Democratic Republic of Congo,Equateur,Bikoro,COD,CD4102,CD41,May,2016,0,0
Democratic Republic of Congo,Equateur,Lukolela,COD,CD4103,CD41,May,2016,0,0
Democratic Republic of Congo,Haut-Uele,Dungu,COD,CD5305,CD53,May,2016,0,0
Democratic Republic of Congo,Kasai-Central,Dimbelenge,COD,CD9107,CD91,May,2016,0,0
Democratic Republic of Congo,Kasai-Central,Kananga,COD,CD9101,CD91,May,2016,1,0
Democratic Republic of Congo,Kasai-Central,Kazumba,COD,CD9105,CD91,May,2016,0,0
Democratic Republic of Congo,Kasai-Oriental,Lukalaba,COD,CD8204,CD82,May,2016,0,0
Democratic Republic of Congo,Kasai-Oriental,Mbuji-Mayi,COD,CD8201,CD82,May,2016,0,0
Democratic Republic of Congo,Kongo-Central,Boma,COD,CD2002,CD20,May,2016,0,0
Democratic Republic of Congo,Kwango,Feshi,COD,CD3103,CD31,May,2016,0,0
Democratic Republic of Congo,Kwilu,Bagata,COD,CD3202,CD32,May,2016,0,0
Democratic Republic of Congo,Lomami,Luilu,COD,CD8104,CD81,May,2016,0,0
Democratic Republic of Congo,Maniema,Lubutu,COD,CD6305,CD63,May,2016,0,0
Democratic Republic of Congo,Mongala,Bumba,COD,CD4404,CD44,May,2016,0,0
Democratic Republic of Congo,Nord-Ubangi,Bosobolo,COD,CD4306,CD43,May,2016,0,0
Democratic Republic of Congo,Nord-Ubangi,Businga,COD,CD4305,CD43,May,2016,0,0
Democratic Republic of Congo,Sud-Kivu,Kabare,COD,CD6202,CD62,May,2016,0,0
Democratic Republic of Congo,Sud-Kivu,Uvira,COD,CD6208,CD62,May,2016,0,0
Democratic Republic of Congo,Tanganyika,Manono,COD,CD7406,CD74,May,2016,0,0
Democratic Republic of Congo,Haut-Katanga,Kasenga,COD,CD7107,CD71,June,2016,0,0
Democratic Republic of Congo,Haut-Lomami,Kaniama,COD,CD7303,CD73,June,2016,0,0
Democratic Republic of Congo,Haut-Uele,Niangara,COD,CD5303,CD53,June,2016,0,0
Democratic Republic of Congo,Ituri,Bunia,COD,CD5401,CD54,June,2016,2,1
Democratic Republic of Congo,Kasai,Mweka,COD,CD9207,CD92,June,2016,0,0
Democratic Republic of Congo,Kasai-Central,Dibaya,COD,CD9102,CD91,June,2016,1,0
Democratic Republic of Congo,Kasai-Central,Luiza,COD,CD9104,CD91,June,2016,0,0
Democratic Republic of Congo,Kasai-Oriental,Kabeya-Kamwanga,COD,CD8207,CD82,June,2016,0,0
Democratic Republic of Congo,Kinshasa,Kinshasa,COD,CD1000,CD10,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Songololo,COD,CD2011,CD20,June,2016,0,0
Democratic Republic of Congo,Kwango,Kahemba,COD,CD3105,CD31,June,2016,0,0
Democratic Republic of Congo,Kwilu,Bulungu,COD,CD3204,CD32,June,2016,0,0
Democratic Republic of Congo,Kwilu,Mangai,COD,CD3208,CD32,June,2016,0,0
Democratic Republic of Congo,Kwilu,Masi-Manimba,COD,CD3212,CD32,June,2016,0,0
Democratic Republic of Congo,Lomami,Kamiji,COD,CD8105,CD81,June,2016,0,0
Democratic Republic of Congo,Lomami,Lubao,COD,CD8108,CD81,June,2016,0,0
Democratic Republic of Congo,Lomami,Ngandajika,COD,CD8106,CD81,June,2016,0,0
Democratic Republic of Congo,Lualaba,Kasaji,COD,CD7204,CD72,June,2016,0,0
Democratic Republic of Congo,Mongala,Bongandanga,COD,CD4405,CD44,June,2016,1,0
Democratic Republic of Congo,Nord-Kivu,Nyiragongo,COD,CD6102,CD61,June,2016,0,0
Democratic Republic of Congo,Nord-Ubangi,Mobayi-Mbongo,COD,CD4302,CD43,June,2016,0,0
Democratic Republic of Congo,Nord-Ubangi,Yakoma,COD,CD4304,CD43,June,2016,0,0
Democratic Republic of Congo,Sud-Ubangi,Budjala,COD,CD4203,CD42,June,2016,0,0
Democratic Republic of Congo,Tanganyika,Kaoze,COD,CD7403,CD74,June,2016,0,0
Democratic Republic of Congo,Tshopo,Basoko,COD,CD5109,CD51,June,2016,0,0
Democratic Republic of Congo,Tshopo,Yangambi,COD,CD5106,CD51,June,2016,0,0
Democratic Republic of Congo,Tshuapa,Boende,COD,CD4502,CD45,June,2016,0,0
Democratic Republic of Congo,Tshuapa,Ikela,COD,CD4505,CD45,June,2016,0,0
Democratic Republic of Congo,Equateur,Makanza,COD,CD4105,CD41,June,2016,0,0
Democratic Republic of Congo,Haut-Katanga,Kipushi,COD,CD7102,CD71,June,2016,0,0
Democratic Republic of Congo,Haut-Katanga,Likasi,COD,CD7106,CD71,June,2016,0,0
Democratic Republic of Congo,Haut-Katanga,Pweto,COD,CD7109,CD71,June,2016,0,0
Democratic Republic of Congo,Haut-Uele,Faradje,COD,CD5307,CD53,June,2016,0,0
Democratic Republic of Congo,Haut-Uele,Wamba,COD,CD5311,CD53,June,2016,0,0
Democratic Republic of Congo,Ituri,Djugu,COD,CD5405,CD54,June,2016,0,0
Democratic Republic of Congo,Ituri,Ingbokolo,COD,CD5411,CD54,June,2016,0,0
Democratic Republic of Congo,Kasai-Central,Tshimbulu,COD,CD9103,CD91,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Bangu,COD,CD2012,CD20,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Luozi,COD,CD2010,CD20,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Mbanza-Ngungu,COD,CD2013,CD20,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Moanda,COD,CD2003,CD20,June,2016,0,0
Democratic Republic of Congo,Lualaba,Lubudi,COD,CD7203,CD72,June,2016,0,0
Democratic Republic of Congo,Lualaba,Mutshatsha,COD,CD7202,CD72,June,2016,0,0
Democratic Republic of Congo,Lualaba,Sandoa,COD,CD7206,CD72,June,2016,0,0
Democratic Republic of Congo,Mai-Ndombe,Bolobo,COD,CD3308,CD33,June,2016,0,0
Democratic Republic of Congo,Maniema,Kasongo,COD,CD6311,CD63,June,2016,0,0
Democratic Republic of Congo,Maniema,Kibombo,COD,CD6313,CD63,June,2016,0,0
Democratic Republic of Congo,Maniema,Namoya,COD,CD6310,CD63,June,2016,0,0
Democratic Republic of Congo,Nord-Kivu,Beni,COD,CD6109,CD61,June,2016,0,0
Democratic Republic of Congo,Nord-Kivu,Masisi,COD,CD6103,CD61,June,2016,1,1
Democratic Republic of Congo,Nord-Kivu,Walikale,COD,CD6104,CD61,June,2016,1,1
Democratic Republic of Congo,Sankuru,Lubefu,COD,CD8309,CD83,June,2016,0,0
Democratic Republic of Congo,Sankuru,Tshumbe,COD,CD8311,CD83,June,2016,0,0
Democratic Republic of Congo,Sud-Kivu,Fizi,COD,CD6210,CD62,June,2016,1,10
Democratic Republic of Congo,Sud-Kivu,Idjwi,COD,CD6206,CD62,June,2016,0,0
Democratic Republic of Congo,Sud-Kivu,Kalehe,COD,CD6205,CD62,June,2016,1,3
Democratic Republic of Congo,Sud-Kivu,Shabunda,COD,CD6203,CD62,June,2016,0,0
Democratic Republic of Congo,Sud-Ubangi,Kungu,COD,CD4204,CD42,June,2016,0,0
Democratic Republic of Congo,Tanganyika,Kongolo,COD,CD7409,CD74,June,2016,0,0
Democratic Republic of Congo,Tshopo,Ubundu,COD,CD5102,CD51,June,2016,0,0
Democratic Republic of Congo,Tshuapa,Monkoto,COD,CD4507,CD45,June,2016,0,0
Democratic Republic of Congo,Bas-Uele,Ango,COD,CD5207,CD52,June,2016,0,0
Democratic Republic of Congo,Equateur,Basankusu,COD,CD4107,CD41,June,2016,0,0
Democratic Republic of Congo,Equateur,Mbandaka,COD,CD4101,CD41,June,2016,0,0
Democratic Republic of Congo,Haut-Katanga,Lubumbashi,COD,CD7101,CD71,June,2016,0,0
Democratic Republic of Congo,Haut-Katanga,Mitwaba,COD,CD7108,CD71,June,2016,0,0
Democratic Republic of Congo,Haut-Uele,Aba,COD,CD5306,CD53,June,2016,0,0
Democratic Republic of Congo,Ituri,Irumu,COD,CD5402,CD54,June,2016,1,1
Democratic Republic of Congo,Ituri,Mambasa,COD,CD5403,CD54,June,2016,1,0
Democratic Republic of Congo,Kasai-Central,Demba,COD,CD9106,CD91,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Kasangulu,COD,CD2015,CD20,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Matadi,COD,CD2001,CD20,June,2016,0,0
Democratic Republic of Congo,Kwango,Kasongo-Lunda,COD,CD3107,CD31,June,2016,0,0
Democratic Republic of Congo,Kwilu,Dibaya-Lubwe,COD,CD3209,CD32,June,2016,0,0
Democratic Republic of Congo,Lualaba,Kapanga,COD,CD7207,CD72,June,2016,0,0
Democratic Republic of Congo,Lualaba,Kolwezi,COD,CD7201,CD72,June,2016,0,0
Democratic Republic of Congo,Mai-Ndombe,Kwamouth,COD,CD3307,CD33,June,2016,0,0
Democratic Republic of Congo,Mai-Ndombe,Oshwe,COD,CD3304,CD33,June,2016,0,0
Democratic Republic of Congo,Maniema,Kailo,COD,CD6302,CD63,June,2016,0,0
Democratic Republic of Congo,Maniema,Kalima,COD,CD6308,CD63,June,2016,0,0
Democratic Republic of Congo,Sankuru,Bena-Dibele,COD,CD8305,CD83,June,2016,0,0
Democratic Republic of Congo,Sud-Kivu,Kamituga,COD,CD6213,CD62,June,2016,0,0
Democratic Republic of Congo,Tshuapa,Befale,COD,CD4503,CD45,June,2016,0,0
Democratic Republic of Congo,Haut-Uele,Watsa,COD,CD5309,CD53,June,2016,0,0
Democratic Republic of Congo,Kasai,Luebo,COD,CD9204,CD92,June,2016,0,0
Democratic Republic of Congo,Kasai-Oriental,Lupatapata,COD,CD8208,CD82,June,2016,0,0
Democratic Republic of Congo,Kasai-Oriental,Miabi,COD,CD8205,CD82,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Madimba,COD,CD2017,CD20,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Seke-Banza,COD,CD2009,CD20,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Tshela,COD,CD2007,CD20,June,2016,0,0
Democratic Republic of Congo,Kwilu,Gungu,COD,CD3210,CD32,June,2016,0,0
Democratic Republic of Congo,Mai-Ndombe,Nioki,COD,CD3305,CD33,June,2016,0,0
Democratic Republic of Congo,Mai-Ndombe,Yumbi,COD,CD3310,CD33,June,2016,0,0
Democratic Republic of Congo,Maniema,Kabambare,COD,CD6309,CD63,June,2016,0,0
Democratic Republic of Congo,Nord-Kivu,Goma,COD,CD6101,CD61,June,2016,1,0
Democratic Republic of Congo,Sankuru,Katako-Kombe,COD,CD8308,CD83,June,2016,0,0
Democratic Republic of Congo,Sud-Kivu,Baraka,COD,CD6211,CD62,June,2016,0,0
Democratic Republic of Congo,Tanganyika,Kalemie,COD,CD7402,CD74,June,2016,1,1
Democratic Republic of Congo,Tanganyika,Nyunzu,COD,CD7410,CD74,June,2016,0,0
Democratic Republic of Congo,Tshopo,Isangi,COD,CD5105,CD51,June,2016,0,0
Democratic Republic of Congo,Tshopo,Opala,COD,CD5103,CD51,June,2016,0,0
Democratic Republic of Congo,Tshuapa,Bokungu,COD,CD4506,CD45,June,2016,0,0
Democratic Republic of Congo,Equateur,Ingende,COD,CD4109,CD41,June,2016,0,0
Democratic Republic of Congo,Haut-Lomami,Malemba-Nkulu,COD,CD7305,CD73,June,2016,0,0
Democratic Republic of Congo,Kasai,Dekese,COD,CD9208,CD92,June,2016,0,0
Democratic Republic of Congo,Kasai,Ilebo,COD,CD9205,CD92,June,2016,0,0
Democratic Republic of Congo,Kasai,Kamonia,COD,CD9202,CD92,June,2016,0,0
Democratic Republic of Congo,Kwango,Kenge,COD,CD3102,CD31,June,2016,0,0
Democratic Republic of Congo,Lualaba,Dilolo,COD,CD7205,CD72,June,2016,0,0
Democratic Republic of Congo,Mai-Ndombe,Mushie,COD,CD3311,CD33,June,2016,0,0
Democratic Republic of Congo,Mongala,Lisala,COD,CD4402,CD44,June,2016,0,0
Democratic Republic of Congo,Nord-Kivu,Rutshuru,COD,CD6111,CD61,June,2016,0,0
Democratic Republic of Congo,Nord-Ubangi,Gbadolite,COD,CD4301,CD43,June,2016,0,0
Democratic Republic of Congo,Sankuru,Lodja,COD,CD8303,CD83,June,2016,0,0
Democratic Republic of Congo,Sankuru,Lusambo,COD,CD8302,CD83,June,2016,0,0
Democratic Republic of Congo,Sud-Kivu,Bukavu,COD,CD6201,CD62,June,2016,0,0
Democratic Republic of Congo,Sud-Kivu,Mwenga,COD,CD6212,CD62,June,2016,0,0
Democratic Republic of Congo,Sud-Ubangi,Gemena,COD,CD4202,CD42,June,2016,0,0
Democratic Republic of Congo,Tanganyika,Kabalo,COD,CD7407,CD74,June,2016,0,0
Democratic Republic of Congo,Tshopo,Banalia,COD,CD5110,CD51,June,2016,0,0
Democratic Republic of Congo,Tshopo,Kisangani,COD,CD5101,CD51,June,2016,0,0
Democratic Republic of Congo,Bas-Uele,Aketi,COD,CD5204,CD52,June,2016,0,0
Democratic Republic of Congo,Equateur,Bolomba,COD,CD4108,CD41,June,2016,0,0
Democratic Republic of Congo,Equateur,Bomongo,COD,CD4104,CD41,June,2016,0,0
Democratic Republic of Congo,Haut-Katanga,Kambove,COD,CD7105,CD71,June,2016,0,0
Democratic Republic of Congo,Haut-Lomami,Bukama,COD,CD7306,CD73,June,2016,0,0
Democratic Republic of Congo,Haut-Lomami,Kamina,COD,CD7302,CD73,June,2016,0,0
Democratic Republic of Congo,Haut-Uele,Isiro,COD,CD5301,CD53,June,2016,0,0
Democratic Republic of Congo,Ituri,Ariwara,COD,CD5410,CD54,June,2016,0,0
Democratic Republic of Congo,Ituri,Aru,COD,CD5409,CD54,June,2016,0,0
Democratic Republic of Congo,Ituri,Mongwalu,COD,CD5404,CD54,June,2016,0,0
Democratic Republic of Congo,Kasai-Oriental,Katanda,COD,CD8209,CD82,June,2016,0,0
Democratic Republic of Congo,Kasai-Oriental,Tshilenge,COD,CD8202,CD82,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Inkisi,COD,CD2018,CD20,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Kimvula,COD,CD2019,CD20,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Lukula,COD,CD2005,CD20,June,2016,0,0
Democratic Republic of Congo,Kwilu,Bandundu,COD,CD3201,CD32,June,2016,0,0
Democratic Republic of Congo,Kwilu,Kikwit,COD,CD3203,CD32,June,2016,0,0
Democratic Republic of Congo,Lomami,Kabinda,COD,CD8102,CD81,June,2016,0,0
Democratic Republic of Congo,Mai-Ndombe,Inongo,COD,CD3302,CD33,June,2016,0,0
Democratic Republic of Congo,Mai-Ndombe,Kutu,COD,CD3306,CD33,June,2016,0,0
Democratic Republic of Congo,Maniema,Kindu,COD,CD6301,CD63,June,2016,0,0
Democratic Republic of Congo,Maniema,Pangi,COD,CD6307,CD63,June,2016,0,0
Democratic Republic of Congo,Maniema,Punia,COD,CD6303,CD63,June,2016,0,0
Democratic Republic of Congo,Nord-Kivu,Lubero,COD,CD6105,CD61,June,2016,1,0
Democratic Republic of Congo,Sud-Kivu,Walungu,COD,CD6207,CD62,June,2016,0,0
Democratic Republic of Congo,Sud-Ubangi,Libenge,COD,CD4205,CD42,June,2016,0,0
Democratic Republic of Congo,Tanganyika,Moba,COD,CD7404,CD74,June,2016,0,0
Democratic Republic of Congo,Tshopo,Bafwasende,COD,CD5111,CD51,June,2016,0,0
Democratic Republic of Congo,Tshuapa,Djolu,COD,CD4504,CD45,June,2016,0,0
Democratic Republic of Congo,Bas-Uele,Buta,COD,CD5202,CD52,June,2016,0,0
Democratic Republic of Congo,Bas-Uele,Poko,COD,CD5208,CD52,June,2016,0,0
Democratic Republic of Congo,Haut-Katanga,Sakania,COD,CD7104,CD71,June,2016,0,0
Democratic Republic of Congo,Haut-Lomami,Kabongo,COD,CD7304,CD73,June,2016,0,0
Democratic Republic of Congo,Haut-Uele,Rungu,COD,CD5302,CD53,June,2016,0,0
Democratic Republic of Congo,Ituri,Mahagi,COD,CD5407,CD54,June,2016,0,0
Democratic Republic of Congo,Kasai,Tshikapa,COD,CD9201,CD92,June,2016,0,0
Democratic Republic of Congo,Kwango,Popokabaka,COD,CD3108,CD31,June,2016,0,0
Democratic Republic of Congo,Kwilu,Idiofa,COD,CD3206,CD32,June,2016,0,0
Democratic Republic of Congo,Lomami,Mwene-Ditu,COD,CD8103,CD81,June,2016,0,0
Democratic Republic of Congo,Mai-Ndombe,Kiri,COD,CD3303,CD33,June,2016,0,0
Democratic Republic of Congo,Nord-Kivu,Butembo,COD,CD6110,CD61,June,2016,0,0
Democratic Republic of Congo,Sankuru,Kole,COD,CD8306,CD83,June,2016,0,0
Democratic Republic of Congo,Sankuru,Lomela,COD,CD8307,CD83,June,2016,0,0
Democratic Republic of Congo,Sud-Ubangi,Zongo,COD,CD4206,CD42,June,2016,0,0
Democratic Republic of Congo,Tshopo,Yahuma,COD,CD5107,CD51,June,2016,0,0
Democratic Republic of Congo,Bas-Uele,Bambesa,COD,CD5209,CD52,June,2016,0,0
Democratic Republic of Congo,Bas-Uele,Bondo,COD,CD5206,CD52,June,2016,2,0
Democratic Republic of Congo,Bas-Uele,Dingila,COD,CD5210,CD52,June,2016,0,0
Democratic Republic of Congo,Equateur,Bikoro,COD,CD4102,CD41,June,2016,0,0
Democratic Republic of Congo,Equateur,Lukolela,COD,CD4103,CD41,June,2016,0,0
Democratic Republic of Congo,Haut-Uele,Dungu,COD,CD5305,CD53,June,2016,0,0
Democratic Republic of Congo,Kasai-Central,Dimbelenge,COD,CD9107,CD91,June,2016,0,0
Democratic Republic of Congo,Kasai-Central,Kananga,COD,CD9101,CD91,June,2016,0,0
Democratic Republic of Congo,Kasai-Central,Kazumba,COD,CD9105,CD91,June,2016,0,0
Democratic Republic of Congo,Kasai-Oriental,Lukalaba,COD,CD8204,CD82,June,2016,0,0
Democratic Republic of Congo,Kasai-Oriental,Mbuji-Mayi,COD,CD8201,CD82,June,2016,0,0
Democratic Republic of Congo,Kongo-Central,Boma,COD,CD2002,CD20,June,2016,0,0
Democratic Republic of Congo,Kwango,Feshi,COD,CD3103,CD31,June,2016,0,0
Democratic Republic of Congo,Kwilu,Bagata,COD,CD3202,CD32,June,2016,0,0
Democratic Republic of Congo,Lomami,Luilu,COD,CD8104,CD81,June,2016,0,0
Democratic Republic of Congo,Maniema,Lubutu,COD,CD6305,CD63,June,2016,0,0
Democratic Republic of Congo,Mongala,Bumba,COD,CD4404,CD44,June,2016,0,0
Democratic Republic of Congo,Nord-Ubangi,Bosobolo,COD,CD4306,CD43,June,2016,0,0
Democratic Republic of Congo,Nord-Ubangi,Businga,COD,CD4305,CD43,June,2016,0,0
Democratic Republic of Congo,Sud-Kivu,Kabare,COD,CD6202,CD62,June,2016,0,0
Democratic Republic of Congo,Sud-Kivu,Uvira,COD,CD6208,CD62,June,2016,0,0
Democratic Republic of Congo,Tanganyika,Manono,COD,CD7406,CD74,June,2016,0,0
Democratic Republic of Congo,Haut-Katanga,Kasenga,COD,CD7107,CD71,July,2016,0,0
Democratic Republic of Congo,Haut-Lomami,Kaniama,COD,CD7303,CD73,July,2016,0,0
Democratic Republic of Congo,Haut-Uele,Niangara,COD,CD5303,CD53,July,2016,0,0
Democratic Republic of Congo,Ituri,Bunia,COD,CD5401,CD54,July,2016,0,0
Democratic Republic of Congo,Kasai,Mweka,COD,CD9207,CD92,July,2016,0,0
Democratic Republic of Congo,Kasai-Central,Dibaya,COD,CD9102,CD91,July,2016,0,0
Democratic Republic of Congo,Kasai-Central,Luiza,COD,CD9104,CD91,July,2016,0,0
Democratic Republic of Congo,Kasai-Oriental,Kabeya-Kamwanga,COD,CD8207,CD82,July,2016,0,0
Democratic Republic of Congo,Kinshasa,Kinshasa,COD,CD1000,CD10,July,2016,0,0
Democratic Republic of Congo,Kongo-Central,Songololo,COD,CD2011,CD20,July,2016,0,0
Democratic Republic of Congo,Kwango,Kahemba,COD,CD3105,CD31,July,2016,0,0
Democratic Republic of Congo,Kwilu,Bulungu,COD,CD3204,CD32,July,2016,0,0
Democratic Republic of Congo,Kwilu,Mangai,COD,CD3208,CD32,July,2016,0,0
Democratic Republic of Congo,Kwilu,Masi-Manimba,COD,CD3212,CD32,July,2016,0,0
Democratic Republic of Congo,Lomami,Kamiji,COD,CD8105,CD81,July,2016,0,0
Democratic Republic of Congo,Lomami,Lubao,COD,CD8108,CD81,July,2016,0,0
Democratic Republic of Congo,Lomami,Ngandajika,COD,CD8106,CD81,July,2016,0,0
Democratic Republic of Congo,Lualaba,Kasaji,COD,CD7204,CD72,July,2016,0,0
Democratic Republic of Congo,Mongala,Bongandanga,COD,CD4405,CD44,July,2016,0,0
Democratic Republic of Congo,Nord-Kivu,Nyiragongo,COD,CD6102,CD61,July,2016,0,0
Democratic Republic of Congo,Nord-Ubangi,Mobayi-Mbongo,COD,CD4302,CD43,July,2016,0,0
Democratic Republic of Congo,Nord-Ubangi,Yakoma,COD,CD4304,CD43,July,2016,0,0
Democratic Republic of Congo,Sud-Ubangi,Budjala,COD,CD4203,CD42,July,2016,0,0
Democratic Republic of Congo,Tanganyika,Kaoze,COD,CD7403,CD74,July,2016,0,0
Democratic Republic of Congo,Tshopo,Basoko,COD,CD5109,CD51,July,2016,0,0
Democratic Republic of Congo,Tshopo,Yangambi,COD,CD5106,CD51,July,2016,0,0
Democratic Republic of Congo,Tshuapa,Boende,COD,CD4502,CD45,July,2016,0,0
Democratic Republic of Congo,Tshuapa,Ikela,COD,CD4505,CD45,July,2016,0,0
Democratic Republic of Congo,Equateur,Makanza,COD,CD4105,CD41,July,2016,0,0
Democratic Republic of Congo,Haut-Katanga,Kipushi,COD,CD7102,CD71,July,2016,0,0
Democratic Republic of Congo,Haut-Katanga,Likasi,COD,CD7106,CD71,July,2016,0,0
Democratic Republic of Congo,Haut-Katanga,Pweto,COD,CD7109,CD71,July,2016,0,0
Democratic Republic of Congo,Haut-Uele,Faradje,COD,CD5307,CD53,July,2016,0,0
